17;Колбаса вареная из мяса цыплят-бройлеров;«ЧАЙНАЯ СМАЧНАЯ» ;бессортовая охлажденная;45;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, свинина жирная, кожа цыплят-бройлеров, крахмал картофельный, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (загустители Е412, Е407, пряности, усилитель вкуса и аромата Е621, экстракт пряностей (перец), ароматизаторы (имбиря и перца)), комплексная пищевая добавка (агент влагоудерживающий Е450 и регулятор кислотности Е451, декстроза, пряности (мускатный орех), усилитель вкуса и аромата Е621, антиокислитель Е300, красители Е150С, Е162, Е120), порошок яичный (яйца куриные пищевые), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), чеснок сушеный измельченный, комплексная пищевая добавка (декстроза, красители Е150, Е162), кориандр молотый. Может содержать следы молока, горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 45 суток с даты изготовления в целой оболочке. При нарушении целостности оболочки при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 48 часов в пределах общего срока годности.;;4811319007958;'100 г продукта: белки- 7,5 г; жиры- 23,0 г; углеводы- 2,5 г.';РЦ BY 100039571.870-2012;;СТБ 1060-97;100 г продукта: 250 ккал (1020 кДж).
18;Изделие из мяса цыплят-бройлеров;«ВЕТЧИНА НЕЖНОСТЬ» ;вареное рубленое охлажденное;30;Состав: мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, вода питьевая, кожа цыплят-бройлеров, комплексная пищевая добавка (стабилизатор Е1422, загуститель Е407, картофельный крахмал, агент влагоудерживающий Е450 и регулятор кислотности Е451, антиокислитель Е316, усилитель вкуса и аромата Е621, краситель Е120), крахмал картофельный, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (картофельный крахмал, животный белок, стабилизатор Е1422), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), чеснок сушеный измельченный. Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. ;Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 30 суток с даты изготовления.;4811319007354;'100 г  продукта: белки-10,0 г; жиры-9,5 г; углеводы – 2,0 г.';РЦ BY 100039571.2026-2015 ;ТУ ВУ 100039571.029-2010;;100 г продукта: 130 ккал (560 кДж).
19;Изделие из мяса цыплят-бройлеров ;«ВЕТЧИНА ИТАЛЬЯНСКАЯ КУРИНО» ;вареное рубленое охлажденное;30;Состав: мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, вода питьевая, кожа цыплят-бройлеров, комплексная пищевая добавка (стабилизатор Е1422, загуститель Е407, картофельный крахмал, агент влагоудерживающий Е450 и регулятор кислотности Е451, антиокислитель Е316, усилитель вкуса и аромата Е621, краситель Е120), крахмал картофельный, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (картофельный крахмал, животный белок, стабилизатор Е1422), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), чеснок сушеный измельченный, комплексная пищевая добавка (декстроза, соль пищевая, краситель Е120). Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. Изготовлено для: ООО «МАЙРОУД» (Республика Беларусь, 220045, г.Минск, ул.Наполеона Орды, д.23, пом.328, ком.23. e-mail:Mayroud@mail.ru);Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 30 суток с даты изготовления.;4811319009211;'100 г  продукта: белки – 11,0 г; жиры – 6,5 г; углеводы – 4,5 г.';РЦ BY 100039571.2660-2017;ТУ ВY 100039571.029-2010;;100 г продукта: 120 ккал (500 кДж).
22;Изделие из мяса цыплят-бройлеров;«РУЛЕТ МИЛАНСКИЙ» ;копчено-вареное охлажденное;10;Состав: мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, вода питьевая, кожа цыплят-бройлеров, комплексная пищевая добавка (стабилизатор Е1422, загуститель Е407, картофельный крахмал, агент влагоудерживающий Е450 и регулятор кислотности Е451, антиокислитель Е316, усилитель вкуса и аромата Е621, краситель Е120), крахмал картофельный, соль поваренная пищевая йодированная (седержит агент антислеживающий Е536), комплексная пищевая добавка (картофельный крахмал, животный белок, стабилизатор Е1422), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), пряно-ароматическая приправа (тмин, кориандр, лавровый лист), чеснок сушеный измельченный, комплексная пищевая добавка (экстракты пряностей (паприка сладкая, паприка острая, корица), олеорезины, соль). Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 10 суток с даты изготовления.;4811319007316;'100 г  продукта:белки – 14,0 г; жиры –3,5 г; углеводы – 3,0 г.';РЦ BY 100039571.2033-2015 ;ТУ ВУ 100039571.029-2010;;100 г продукта: 100 ккал (420 кДж).
23;Сосиски вареные из мяса цыплят-бройлеров;«ДЛЯ ХОТ ДОГА ПРЕМИУМ» ;первого сорта охлажденные;25;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, кожа цыплят-бройлеров, крахмал картофельный, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (декстроза, агент влагоудерживающий Е450i и регулятор кислотности Е451i, усилитель вкуса и аромата Е621, сахар, антиокислитель Е316, соль, экстракты пряностей (мускатный орех, кардамон)), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (загустители Е415, Е417, Е407), порошок яичный (яйца куриные пищевые). Может содержать следы молока, горчицы, глютена, сельдерея и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 %  в течение 25 суток с даты изготовления.;4811319007514;'100 г продукта: белки-9,5 г; жиры-16,0 г; углеводы-2,0 г.';РЦ BY 100039571.2142.-2015;;СТБ 1060-97;100 г продукта – 190 ккал (790 кДж).
24;Сосиски вареные из мяса цыплят-бройлеров;«ВИТЕБСКИЕ»;высшего сорта охлажденные;30;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, кожа цыплят-бройлеров, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (агент влагоудерживающий Е450 и регулятор кислотности Е451, декстроза, усилитель вкуса и аромата Е621, сахар, антиокислитель Е316, соль пищевая, экстракты пряностей (перец, мускатный орех, кардамон)), комплексная пищевая добавка (загустители Е415, Е417, Е407), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250). Может содержать следы молока, яиц, горчицы, глютена, сельдерея и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 30 суток с даты изготовления.;4811319007989;'100 г продукта: белки – 8,0 г; жиры – 17,0 г.';РЦ BY 100039571.2312-2015;;СТБ 1060-97;100 г продукта – 190 ккал (770 кДж).
25;Сосиски вареные  из мяса цыплят-бройлеров ;«МОЛОЧНЫЕ» ;высшего сорта охлажденные;30;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, кожа цыплят-брорйлеров, молоко сухое обезжиренное, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (агент влагоудерживающий Е450, регулятор кислотности Е451, усилитель вкуса и аромата Е621, соль пищевая, антиокислитель Е316, экстракты пряностей (перец, кориандр, имбирь), ароматизаторы (аромат молока, имбирь, кориандр)), комплексная пищевая добавка (загустители Е412, Е407, пряности, усилитель вкуса и аромата Е621, экстракты пряностей (перец), ароматизаторы (имбиря и перца)), порошок яичный (яйца куриные пищевые), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (стабилизатор Е1422, декстроза, экстракты пряностей (перец, имбирь), ароматизаторы (аромат молочно-сливочный, черного перца и имбиря)). Может содержать следы горчицы, глютена и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80%  в течение 30 суток с даты изготовления.;4811319007491;'100 г продукта: белки- 11,0 г; жиры- 12,0 г; углеводы- 0,5 г.';РЦ BY 100039571.2144-2015;;СТБ 1060-97;100 г продукта: 150 ккал (640 кДж).
26;Сосиски вареные из мяса цыплят-бройлеров;«ХОРОШКИ ОСОБЫЕ»;высшего сорта охлажденные;30;Состав: мясные ингредиенты (мясо механической обвалки цыплят-бройлеров, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, кожа цыплят-бройлеров, жир-сырец куриный), вода питьевая, комплексная пищевая добавка (декстроза, агент влагоудерживающий Е450 и регулятор кислотности Е451, соль пищевая, антиокислитель Е300, усилитель вкуса и аромата Е621, загустители Е407, Е412, экстракты пряностей, краситель Е162), соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (загустители Е415, Е417, Е407), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250).  Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 30 суток с даты изготовления.;4811319007996;'100 г продукта: белки-8,5 г; жиры-20,0 г.';РЦ BY 100039571.2313-2015;;СТБ 1060-97;100 г продукта – 210 ккал (880 кДж).
27;Продукт из мяса цыплят-бройлеров;Ветчина вареная рубленая ;«БАЛЕРОН НЕЖНЫЙ» первого сорта охлажденный;45;'Состав: мясные ингредиенты (мясо бескостное кусковое грудной части и окорочков цыплят-бройлеров без кожи), вода питьевая, крахмал картофельный, комплексная пищевая добавка (загуститель Е407, агент влагоудерживающий Е450 и регулятор кислотности Е451, декстроза, агент желирующий Е508, антиокислитель Е301, усилитель вкуса и аромата Е621, экстракт пряностей (перец)), соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (стабилизатор Е1422, животный белок), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250).  Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 45 суток с даты изготовления; при нарушении целостности оболочки при температуре от 2 до 6 °С  и относительной влажности воздуха от 70 до 80 % в течение 48 часов в пределах общего срока годности. ';;4811319003028;'100 г  продукта: белки – 10,8 г; жиры – 11,0 г; углеводы – 3,0 г.';РЦ BY 100039571.132-2011;;СТБ 523-2002;100 г продукта: 156 ккал (641,6 кДж).
28;Колбаса варено-копченая из мяса цыплят-бройлеров;«ПРАЖСКАЯ»;высшего сорта охлажденная;25;'Состав: мясо птицы механической обвалки цыплят-бройлеров, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, кожа цыплят-бройлеров, соль поваренная пищевая йодированная (содержит агент антислежисающий Е536), комплексная пищевая добавка (картофельный крахмал, животный белок, стабилизатор Е1422), комплексная пищевая добавка (агент влагоудерживающий Е450 и регулятор кислотности Е451, пряности и экстракты пряностей (перец, майоран, чеснок), усилитель вкуса и аромата Е621, краситель Е162, антиокислители Е300, Е316), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (регулятор кислотности Е575, агент влагоудерживающий Е450 и регулятор кислотности Е451, антиокислители Е300, Е316, усилитель вкуса и аромата Е621, декстроза, ароматизатор (перца)), комплексная пищевая добавка (пряности (тмин, перец, чеснок), декстроза, усилитель вкуса и аромата Е621), комплексная пищевая добавка (декстроза, красители Е150, Е162). Может содержать следы молока, яиц, горчицы, глютена, сельдерея и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от 0 до плюс 4 °С и относительной влажности воздуха от 75 до 78 %  в течение 25 суток с даты изготовления в целой оборочке; при нарушении целостности оболочки при температуре воздуха от 0 до плюс 4 °С и относительной влажности воздуха от 75 до 78 % в течение 25 суток в пределах общего срока годности.';;4811319007309;'100 г продукта: белки-15,0 г; жиры- 16,0 г; углеводы – 0,1г.';РЦ BY 100039571.2031-2015;ТУ BY 100039571.021-2008;;100 г продукта: 200 ккал (890 кДж).
29;Продукт из мяса цыплят-бройлеров;Ветчина вареная рубленая «ПИКАНТНАЯ» ;высшего сорта охлажденный;45;'Состав: мясные ингредиенты (мясо бескостное кусковое окорочков и грудной части цыплят-бройлеров без кожи, мясо механической обвалки цыплят-бройлеров, кожа цыплят-бройлеров), вода питьевая, комплексная пищевая добавка (стабилизатор Е1422, загуститель Е407, картофельный крахмал, агент влагоудерживающий Е450 и регулятор кислотности Е451, антиокислитель Е316, усилитель вкуса и аромата Е621, краситель Е120), соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), крахмал картофельный, комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), чеснок сушеный измельченный. Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 45 суток с даты изготовления; при нарушении целостности оболочки при температуре воздуха от 2 до 6 °С  и относительной влажности воздуха от 70 до 80 % в течение 72 часов в пределах общего срока годности.';;4811319007620;'100 г продукта: белки – 12,0 г; жиры – 6,0 г; углеводы – 1,0 г.';РЦ BY 100039571.2198-2015;;СТБ 523-2002 ;100 г продукта: 110 ккал (440 кДж).
33;Колбаса вареная из мяса цыплят-бройлеров;«КЛАССИЧЕСКАЯ»;высшего сорта охлажденная;20;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, продукт составной молочный сухой (сыворотка молочная сухая, концентрат сывороточный белковый, декстроза), соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка(регулятор кислотности Е331iii, соль поваренная пищевая), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (декстроза, мальтодекстрин, соль поваренная пищевая, усилитель вкуса и аромата Е621, чеснок сушеный, смесь натуральных экстрактов специй и пряностей (перец черный, мускатный орех, кардамон), ароматизатор). Может содержать следы яиц, горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 %  в течение 20 суток с даты изготовления в целой оболочке. При нарушении целостности оболочки при температуре воздуха от  плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 72 часов в пределах общего срока годности.;;4811319008559;'100 г продукта: белки-8,0 г; жиры-29,0 г; углеводы-2,0 г.';РЦ BY 390333861.604-2017;;СТБ 1060-97;100 г продукта: 297 ккал (1243 кДж).
34;Сосиски вареные  из мяса цыплят-бройлеров ;«ФИЛЕЙНЫЕ»;высшего сорта охлажденные;27;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (агент влагоудерживающий Е450, регулятор кислотности Е451, усилитель вкуса и аромата Е621, соль пищевая, антиокислитель Е316, экстракты пряностей (перец, кориандр, имбирь), ароматизаторы (аромат молока, имбирь, кориандр)), комплексная пищевая добавка (стабилизатор Е1422, декстроза, экстракты пряностей (перец, имбирь), ароматизаторы (аромат молочно-сливочный, черного перца и имбиря)), комплексная пищевая добавка (загустители Е407, Е412, Е415), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (декстроза, соль пищевая, краситель Е120). Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. ;Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80%  в течение 27 суток с даты изготовления.;4811319010057;'100 г продукта: белки- 7,0; жиры- 27,0 г; углеводы- 1,0 г.';РЦ BY 100039571.2991-2018;;СТБ 1060-97;100 г продукта: 280 ккал (1140 кДж).
35;Сардельки вареные  из мяса цыплят-бройлеров ;«ФИЛЕЙНЫЕ»;высшего сорта охлажденные;27;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (агент влагоудерживающий Е450, регулятор кислотности Е451, усилитель вкуса и аромата Е621, соль пищевая, антиокислитель Е316, экстракты пряностей (перец, кориандр, имбирь), ароматизаторы (аромат молока, имбирь, кориандр)), комплексная пищевая добавка (стабилизатор Е1422, декстроза, экстракты пряностей (перец, имбирь), ароматизаторы (аромат молочно-сливочный, черного перца и имбиря)), комплексная пищевая добавка (загустители Е407, Е412, Е415), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (декстроза, соль пищевая, краситель Е120). Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80%  в течение 27 суток с даты изготовления.;4811319010064;'100 г продукта: белки- 7,0; жиры- 27,0 г; углеводы- 1,0 г.';РЦ BY 100039571.2991-2018;;СТБ 1060-97;100 г продукта: 280 ккал (1140 кДж).
36;Колбаса вареная из мяса цыплят-бройлеров;«НЕЖЕНКА НОВАЯ»  ;высшего сорта охлажденная;45;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, мясо бескостное кусковое грудной части и окорочков цыплят-бройлеров без кожи, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (загустители Е412, Е407, пряности, усилитель вкуса и аромата Е621, экстракты пряностей (перец), ароматизаторы (имбиря и перца)), комплексная пищевая добавка (агент влагоудерживающий Е450 и регулятор кислотности Е451, декстроза, усилитель вкуса и аромата Е621, антиокислитель Е300, экстракты пряностей (белый перец, мускатный орех), красители Е150с, Е162, Е120, ароматизаторы (белый перец, мускатный орех)), порошок яичный (яйца куриные пищевые),комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250).Может содержать следы молока, горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 45 суток с даты изготовления в целой оболочке. При нарушении целостности оболочки при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 72 часов в пределах общего срока годности.;;4811319004520;'100 г продукта: белки – 8,0 г; жиры – 23,0 г, углеводы – 1,0 г.                                   ';РЦ BY 100039571.867-2012; ;СТБ 1060-97;100 г продукта: 240 ккал (1000 кДж).
37;Колбаса вареная  из мяса цыплят-бройлеров ;«ФИЛЕЙНАЯ»;высшего сорта охлажденная;45;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (агент влагоудерживающий Е450, регулятор кислотности Е451, усилитель вкуса и аромата Е621, соль пищевая, антиокислитель Е316, экстракты пряностей (перец, кориандр, имбирь), ароматизаторы (аромат молока, имбирь, кориандр)), комплексная пищевая добавка (стабилизатор Е1422, декстроза, экстракты пряностей (перец, имбирь), ароматизаторы (аромат молочно-сливочный, черного перца и имбиря)), комплексная пищевая добавка (загустители Е407, Е412, Е415), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), комплексная пищевая добавка (декстроза, соль пищевая, краситель Е120). Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 45 суток с даты изготовления в целой оболочке, при нарушении целостности оболочки при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 72 часов в пределах общего срока годности.;;4811319010040;'100 г продукта: белки- 7,0; жиры- 27,0 г; углеводы- 1,0 г.';РЦ BY 100039571.2991-2018;;СТБ 1060-97;100 г продукта: 280 ккал (1140 кДж).
38;Колбаса  вареная из мяса цыплят-бройлеров;«ЭСТОНСКАЯ»  ;первого сорта охлажденная;45;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, свинина жирная, мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, молоко сухое обезжиренное, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (загустители Е412, Е407, пряности, усилитель вкуса и аромата Е621, экстракт пряностей (перец), ароматизаторы (имбиря и перца)), комплексная пищевая добавка (агент влагоудерживающий Е450 и регулятор кислотности Е451, декстроза, усилитель вкуса и аромата Е621, антиокислитель Е300, экстракты пряностей (белый перец, мускатный орех), красители Е150с, Е162, Е120, ароматизаторы (белый перец, мускатный орех)), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), порошок яичный (яйца куриные пищевые). Может содержать следы горчицы, глютена и продукты их переработки. Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 %  в течение 45 суток с даты изготовления. При нарушении целостности оболочки при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 %  в течение 48 часов в пределах общего срока годности.;;4811319007538;'100 г продукта: белки - 8,0 г; жиры - 27,0 г; углеводы - 1,0 г.';РЦ ВY 100039571.2028-2015;;СТБ 1060-97;100 г продукта – 280 ккал (1150 кДж).
51;Сардельки вареные из мяса цыплят-бройлеров ;«СЛИВОЧНЫЕ» ;высшего сорта охлажденные;27;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, молоко сухое обезжиренное, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (декстроза, агент влагоудерживающий Е450i и регулятор кислотности Е451i, усилитель вкуса и аромата Е621, сахар, антиокислитель Е316, соль, экстракты пряностей (мускатный орех, кардамон)), комплексная пищевая добавка (загустители Е412, Е407, пряности, усилитель вкуса и аромата Е621, экстракты пряностей (перец), ароматизаторы (имбиря и перца)), комплексная пищевая добавка (стабилизатор Е1422, декстроза, экстракты пряностей (перец, имбирь), ароматизаторы (аромат молочно-сливочный, черного перца и имбиря)), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250). Может содержать следы яиц, горчицы, глютена, сельдерея и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 27 суток с даты изготовления.;4811319007477;'100 г продукта: белки-7,5 г; жиры-26,0 г; углеводы-1,5 г.                                               ';РЦ BY 100039571.2143-2015;;СТБ 1060-97;100 г продукта: 270 ккал (1120 кДж).
52;Сардельки вареные из мяса цыплят-бройлеров;«ЧАЙНЫЕ СМАЧНЫЕ» ;бессортовые охлажденные;27;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, свинина жирная, кожа цыплят-бройлеров, крахмал картофельный, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (загустители Е412, Е407, пряности, усилитель вкуса и аромата Е621, экстракты пряностей (перец), ароматизаторы (имбиря и перца)), комплексная пищевая добавка (агент влагоудерживающий Е450 и регулятор кислотности Е451, декстроза, пряности (мускатный орех), усилитель вкуса и аромата Е621, антиокислитель Е300, красители Е150С, Е162, Е120), порошок яичный (яйца куриные пищевые), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250),  чеснок сушеный измельченный, комплексная пищевая добавка (декстроза, красители Е150, Е162), кориандр молотый. Может содержать следы молока, горчицы, глютена и продукты их переработки. ;Условия хранения и срок годности: при температуре воздуха от плюс 2 до плюс 6 °С и относительной влажности воздуха от 70 до 80 % в течение 27 суток с даты изготовления.;4811319004315;'100 г продукта: белки - 7,5 г; жиры - 23,0 г; углеводы - 2,0 г.';РЦ BY 100039571.870-2012;;СТБ 1060-97;100 г продукта: 250 ккал (1020 кДж).
55;Сосиски вареные из мяса цыплят-бройлеров;«АППЕТИТНЫЕ ЛЮБИМЫЕ»   ;бессортовые охлажденные;25;Состав: мясо механической обвалки цыплят-бройлеров, вода питьевая, жир-сырец куриный, кожа цыплят-бройлеров, крахмал картофельный, соль поваренная пищевая йодированная (содержит агент антислеживающий Е536), комплексная пищевая добавка (декстроза, агент влагоудерживающий Е450 и регулятор кислотности Е451, соль пищевая, антиокислитель Е300, усилитель вкуса и аромата Е621, загустители Е407, Е412, экстракты пряностей, краситель Е162), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250).Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 25 суток с даты изготовления.;4811319004421;'100 г продукта: белки - 7,0 г; жиры - 24,0 г; углеводы - 3,5 г.                               ';РЦ BY 100039571.874-2012;;СТБ 1060-97;100 г продукта: 260 ккал (1070 кДж).
57;Сосиски вареные из мяса цыплят-бройлеров;«РУБЛЕВЫЕ» ;бессортовые охлажденные;20;Состав: мясо механической обвалки  цыплят-бройлеров, вода питьевая, кожа цыплят-бройлеров, жир-сырец куриный, крупа манная, соль поваренная пищевая йодированная (содержит агент влагоудерживающий Е536), комплексная пищевая добавка (декстроза, агент влагоудерживающий Е450 и регулятор кислотности Е451, соль пищевая, антиокислитель Е300, усилитель вкуса и аромата Е621, загустители Е407, Е412, экстракты пряностей, краситель Е162), комплексная пищевая добавка (загустители Е415, Е417, Е407), комплексная пищевая добавка (картофельный крахмал, животный белок, стабилизатор Е1422), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250).Может содержать следы молока, яиц, горчицы и продукты их переработки.;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 20 суток с даты изготовления.;4811319008160;'100 г  продукта: белки – 6,5 г; жиры – 25,0 г; углеводы – 3,5 г.';РЦ BY 100039571.2352-2015;;1060-97;100 г продукта :270 ккал (1100 кДж).
59;Изделие из мяса цыплят-бройлеров;«РУЛЕТ СТОЛИЧНЫЙ» ;копчено-вареное охлажденное;30;Состав: мясо бескостное кусковое грудной части цыплят-бройлеров без кожи, вода питьевая, кожа цыплят-бройлеров, комплексная пищевая добавка (стабилизатор Е1422, загуститель Е407, картофельный крахмал, агент влагоудерживающий Е450 и регулятор кислотности Е451, антиокислитель Е316, усилитель вкуса и аромата Е621, краситель Е120), крахмал картофельный, соль поваренная пищевая йодированная (седержит агент антислеживающий Е536), комплексная пищевая добавка (картофельный крахмал, животный белок, стабилизатор Е1422), комплексная пищевая добавка (соль поваренная пищевая йодированная, фиксатор окраски Е250), петрушка сушеная измельченная, чеснок сушеный измельченный.Может содержать следы молока, яиц, горчицы, глютена и продукты их переработки. ;Условия хранения и срок годности: при температуре воздуха от 2 до 6 °С и относительной влажности воздуха от 70 до 80 % в течение 30 суток с даты изготовления.;4811319009419;'100 г продукта: белки-12,0 г; жиры-7,0 г; углеводы-3,5 г.';РЦ BY 100039571.2685-2017;ТУ BY 100039571.029-2010;;100 г продукта: 130 ккал (520 кДж).
